Name,Possible Value,Increment,Unit,Range,Read Only,Title,Description,,,,,,
RNGFND_RMETRIC,1,,List,0:No 1:Yes,FALSE,,"This parameter sets whether an analog rangefinder is ratiometric. Most analog rangefinders are ratiometric, meaning that their output voltage is influenced by the supply voltage. Some analog rangefinders (such as the SF/02) have their own internal voltage regulators so they are not ratiometric.",1,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""No"");put(1,""Yes"");}};",true,"RNGFND_RMETRIC(1,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""No"");put(1,""Yes"");}};,true,"""",""This parameter sets whether an analog rangefinder is ratiometric. Most analog rangefinders are ratiometric, meaning that their output voltage is influenced by the supply voltage. Some analog rangefinders (such as the SF/02) have their own internal voltage regulators so they are not ratiometric.""),"
RNGFND_SCALING,3,,meters/Volt,,FALSE,,Scaling factor between rangefinder reading and distance. For the linear and inverted functions this is in meters per volt. For the hyperbolic function the units are meterVolts.,3,1,MAV_PARAM_UNIT.meters_Volt,null,true,"RNGFND_SCALING(3,1,MAV_PARAM_UNIT.meters_Volt,null,true,"""",""Scaling factor between rangefinder reading and distance. For the linear and inverted functions this is in meters per volt. For the hyperbolic function the units are meterVolts.""),"
RNGFND_SETTLE_MS,0,,,,FALSE,,Coming soon,0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RNGFND_SETTLE_MS(0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RNGFND_STOP_PIN,-1,,List,-1:Not Used 50:Pixhawk AUXOUT1 51:Pixhawk AUXOUT2 52:Pixhawk AUXOUT3 53:Pixhawk AUXOUT4 54:Pixhawk AUXOUT5 55:Pixhawk AUXOUT6 111:PX4 FMU Relay1 112:PX4 FMU Relay2 113:PX4IO Relay1 114:PX4IO Relay2 115:PX4IO ACC1 116:PX4IO ACC2,FALSE,,"Digital pin that enables/disables rangefinder measurement for an analog rangefinder. A value of -1 means no pin. If this is set, then the pin is set to 1 to enable the rangefinder and set to 0 to disable it. This can be used to ensure that multiple sonar rangefinders don't interfere with each other.",-1,1,MAV_PARAM_UNIT.List,"-1:Not,Used,50:Pixhawk,AUXOUT1,51:Pixhawk,AUXOUT2,52:Pixhawk,AUXOUT3,53:Pixhawk,AUXOUT4,54:Pixhawk,AUXOUT5,55:Pixhawk,AUXOUT6,111:PX4,FMU,Relay1,112:PX4,FMU,Relay2,113:PX4IO,Relay1,114:PX4IO,Relay2,115:PX4IO,ACC1,116:PX4IO,ACC2",true,"RNGFND_STOP_PIN(-1,1,MAV_PARAM_UNIT.List,-1:Not,Used,50:Pixhawk,AUXOUT1,51:Pixhawk,AUXOUT2,52:Pixhawk,AUXOUT3,53:Pixhawk,AUXOUT4,54:Pixhawk,AUXOUT5,55:Pixhawk,AUXOUT6,111:PX4,FMU,Relay1,112:PX4,FMU,Relay2,113:PX4IO,Relay1,114:PX4IO,Relay2,115:PX4IO,ACC1,116:PX4IO,ACC2,true,"""",""Digital pin that enables/disables rangefinder measurement for an analog rangefinder. A value of -1 means no pin. If this is set, then the pin is set to 1 to enable the rangefinder and set to 0 to disable it. This can be used to ensure that multiple sonar rangefinders don't interfere with each other.""),"
RNGFND_TYPE,0,,List,0:None 1:Analog 2:APM2-MaxbotixI2C 3:APM2-PulsedLightI2C 4:PX4-I2C 5:PX4-PWM 6:BBB-PRU 7:LightWareI2C 8:LightWareSerial 9:Bebop 10:MAVLink 12:LeddarOne,FALSE,,What type of rangefinder device that is connected,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""None"");put(1,""Analog"");put(2,""APM2-MaxbotixI2C"");put(3,""APM2-PulsedLightI2C"");put(4,""PX4-I2C"");put(5,""PX4-PWM"");put(6,""BBB-PRU"");put(7,""LightWareI2C"");put(8,""LightWareSerial"");put(9,""Bebop"");put(10,""MAVLink"");put(12,""LeddarOne"");}};",true,"RNGFND_TYPE(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""None"");put(1,""Analog"");put(2,""APM2-MaxbotixI2C"");put(3,""APM2-PulsedLightI2C"");put(4,""PX4-I2C"");put(5,""PX4-PWM"");put(6,""BBB-PRU"");put(7,""LightWareI2C"");put(8,""LightWareSerial"");put(9,""Bebop"");put(10,""MAVLink"");put(12,""LeddarOne"");}};,true,"""",""What type of rangefinder device that is connected""),"
RSSI_PIN,-1,,,,FALSE,,Coming soon,-1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RSSI_PIN(-1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RSSI_RANGE,5,,,,FALSE,,Coming soon,5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RSSI_RANGE(5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RTL_ALT,1500,,Centimeters,0 8000,FALSE,,The minimum relative altitude the model will move to before Returning to Launch. Set to zero to return at current altitude.,1500,1,MAV_PARAM_UNIT.Centimeters,"0,8000",true,"RTL_ALT(1500,1,MAV_PARAM_UNIT.Centimeters,0,8000,true,"""",""The minimum relative altitude the model will move to before Returning to Launch. Set to zero to return at current altitude.""),"
RTL_ALT_FINAL,0,,Centimeters,-1 1000,FALSE,,This is the altitude the vehicle will move to as the final stage of Returning to Launch or after completing a mission. Set to zero to land.,0,1,MAV_PARAM_UNIT.Centimeters,"-1,1000",true,"RTL_ALT_FINAL(0,1,MAV_PARAM_UNIT.Centimeters,-1,1000,true,"""",""This is the altitude the vehicle will move to as the final stage of Returning to Launch or after completing a mission. Set to zero to land.""),"
RTL_LOIT_TIME,5000,,ms,0 60000,FALSE,,Time (in milliseconds) to loiter above home before beginning final descent,5000,1,MAV_PARAM_UNIT.ms,"0,60000",true,"RTL_LOIT_TIME(5000,1,MAV_PARAM_UNIT.ms,0,60000,true,"""",""Time (in milliseconds) to loiter above home before beginning final descent""),"
SCHED_DEBUG,0,,List,0:Disabled 2:ShowSlips 3:ShowOverruns,FALSE,,"Set to non-zero to enable scheduler debug messages. When set to show ""Slips"" the scheduler will display a message whenever a scheduled task is delayed due to too much CPU load. When set to ShowOverruns the scheduled will display a message whenever a task takes longer than the limit promised in the task table.",0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(2,""ShowSlips"");put(3,""ShowOverruns"");}};",true,"SCHED_DEBUG(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(2,""ShowSlips"");put(3,""ShowOverruns"");}};,true,"""",""Set to non-zero to enable scheduler debug messages. When set to show ""Slips"" the scheduler will display a message whenever a scheduled task is delayed due to too much CPU load. When set to ShowOverruns the scheduled will display a message whenever a task takes longer than the limit promised in the task table.""),"
SERIAL0_BAUD,115,,List,1:1200 2:2400 4:4800 9:9600 19:19200 38:38400 57:57600 111:111100 115:115200 500:500000 921:921600 1500:1500000,FALSE,,"The baud rate used on the USB console. The APM2 can support all baudrates up to 115, and also can support 500. The PX4 can support rates of up to 1500. If you setup a rate you cannot support on APM2 and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.",115,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(1,""1200"");put(2,""2400"");put(4,""4800"");put(9,""9600"");put(19,""19200"");put(38,""38400"");put(57,""57600"");put(111,""111100"");put(115,""115200"");put(500,""500000"");put(921,""921600"");put(1500,""1500000"");}};",true,"SERIAL0_BAUD(115,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(1,""1200"");put(2,""2400"");put(4,""4800"");put(9,""9600"");put(19,""19200"");put(38,""38400"");put(57,""57600"");put(111,""111100"");put(115,""115200"");put(500,""500000"");put(921,""921600"");put(1500,""1500000"");}};,true,"""",""The baud rate used on the USB console. The APM2 can support all baudrates up to 115, and also can support 500. The PX4 can support rates of up to 1500. If you setup a rate you cannot support on APM2 and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.""),"
SERIAL1_BAUD,57,,List,1:1200 2:2400 4:4800 9:9600 19:19200 38:38400 57:57600 111:111100 115:115200 500:500000 921:921600 1500:1500000,FALSE,,"The baud rate used on the Telem1 port. The APM2 can support all baudrates up to 115, and also can support 500. The PX4 can support rates of up to 1500. If you setup a rate you cannot support on APM2 and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.",57,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(1,""1200"");put(2,""2400"");put(4,""4800"");put(9,""9600"");put(19,""19200"");put(38,""38400"");put(57,""57600"");put(111,""111100"");put(115,""115200"");put(500,""500000"");put(921,""921600"");put(1500,""1500000"");}};",true,"SERIAL1_BAUD(57,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(1,""1200"");put(2,""2400"");put(4,""4800"");put(9,""9600"");put(19,""19200"");put(38,""38400"");put(57,""57600"");put(111,""111100"");put(115,""115200"");put(500,""500000"");put(921,""921600"");put(1500,""1500000"");}};,true,"""",""The baud rate used on the Telem1 port. The APM2 can support all baudrates up to 115, and also can support 500. The PX4 can support rates of up to 1500. If you setup a rate you cannot support on APM2 and then can't connect to your board you should load a firmware from a different vehicle type. That will reset all your parameters to defaults.""),"
SIMPLE,18,,,,FALSE,,Bitmask which holds which flight modes use simple heading mode (eg bit 0 = 1 means Flight Mode 0 uses simple mode),18,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"SIMPLE(18,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Bitmask which holds which flight modes use simple heading mode (eg bit 0 = 1 means Flight Mode 0 uses simple mode)""),"
SR0_EXT_STAT,2,,Hz,0 10,FALSE,,"Stream rate of SYS_STATUS, MEMINFO, MISSION_CURRENT, GPS_RAW_INT, NAV_CONTROLLER_OUTPUT, and LIMITS_STATUS to ground station",2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_EXT_STAT(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of SYS_STATUS, MEMINFO, MISSION_CURRENT, GPS_RAW_INT, NAV_CONTROLLER_OUTPUT, and LIMITS_STATUS to ground station""),"
SR0_EXTRA1,4,,Hz,0 10,FALSE,,Stream rate of ATTITUDE and SIMSTATE (SITL only) to ground station,4,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_EXTRA1(4,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of ATTITUDE and SIMSTATE (SITL only) to ground station""),"
SR0_EXTRA2,4,,Hz,0 10,FALSE,,Stream rate of VFR_HUD to ground station,4,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_EXTRA2(4,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of VFR_HUD to ground station""),"
SR0_EXTRA3,2,,Hz,0 10,FALSE,,"Stream rate of AHRS, HWSTATUS, and SYSTEM_TIME to ground station",2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_EXTRA3(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of AHRS, HWSTATUS, and SYSTEM_TIME to ground station""),"
SR0_PARAMS,10,,Hz,0 10,FALSE,,Stream rate of PARAM_VALUE to ground station,10,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_PARAMS(10,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of PARAM_VALUE to ground station""),"
SR0_POSITION,2,,Hz,0 10,FALSE,,Stream rate of GLOBAL_POSITION_INT to ground station,2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_POSITION(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of GLOBAL_POSITION_INT to ground station""),"
SR0_RAW_CTRL,1,,Hz,0 10,FALSE,,Stream rate of RC_CHANNELS_SCALED (HIL only) to ground station,1,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_RAW_CTRL(1,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of RC_CHANNELS_SCALED (HIL only) to ground station""),"
SR0_RAW_SENS,2,,Hz,0 10,FALSE,,"Stream rate of RAW_IMU, SCALED_IMU2, SCALED_PRESSURE, and SENSOR_OFFSETS to ground station",2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_RAW_SENS(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of RAW_IMU, SCALED_IMU2, SCALED_PRESSURE, and SENSOR_OFFSETS to ground station""),"
SR0_RC_CHAN,2,,Hz,0 10,FALSE,,Stream rate of SERVO_OUTPUT_RAW and RC_CHANNELS to ground station,2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR0_RC_CHAN(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of SERVO_OUTPUT_RAW and RC_CHANNELS to ground station""),"
SR1_EXT_STAT,2,,Hz,0 10,FALSE,,"Stream rate of SYS_STATUS, MEMINFO, MISSION_CURRENT, GPS_RAW_INT, NAV_CONTROLLER_OUTPUT, and LIMITS_STATUS to ground station",2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_EXT_STAT(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of SYS_STATUS, MEMINFO, MISSION_CURRENT, GPS_RAW_INT, NAV_CONTROLLER_OUTPUT, and LIMITS_STATUS to ground station""),"
SR1_EXTRA1,2,,Hz,0 10,FALSE,,Stream rate of ATTITUDE and SIMSTATE (SITL only) to ground station,2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_EXTRA1(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of ATTITUDE and SIMSTATE (SITL only) to ground station""),"
SR1_EXTRA2,2,,Hz,0 10,FALSE,,Stream rate of VFR_HUD to ground station,2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_EXTRA2(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of VFR_HUD to ground station""),"
SR1_EXTRA3,2,,Hz,0 10,FALSE,,"Stream rate of AHRS, HWSTATUS, and SYSTEM_TIME to ground station",2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_EXTRA3(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of AHRS, HWSTATUS, and SYSTEM_TIME to ground station""),"
SR1_PARAMS,0,,Hz,0 10,FALSE,,Stream rate of PARAM_VALUE to ground station,0,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_PARAMS(0,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of PARAM_VALUE to ground station""),"
SR1_POSITION,2,,Hz,0 10,FALSE,,Stream rate of GLOBAL_POSITION_INT to ground station,2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_POSITION(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of GLOBAL_POSITION_INT to ground station""),"
SR1_RAW_CTRL,2,,Hz,0 10,FALSE,,Stream rate of RC_CHANNELS_SCALED (HIL only) to ground station,2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_RAW_CTRL(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of RC_CHANNELS_SCALED (HIL only) to ground station""),"
SR1_RAW_SENS,2,,Hz,0 10,FALSE,,"Stream rate of RAW_IMU, SCALED_IMU2, SCALED_PRESSURE, and SENSOR_OFFSETS to ground station",2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_RAW_SENS(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of RAW_IMU, SCALED_IMU2, SCALED_PRESSURE, and SENSOR_OFFSETS to ground station""),"
SR1_RC_CHAN,2,,Hz,0 10,FALSE,,Stream rate of SERVO_OUTPUT_RAW and RC_CHANNELS to ground station,2,1,MAV_PARAM_UNIT.Hz,"0,10",true,"SR1_RC_CHAN(2,1,MAV_PARAM_UNIT.Hz,0,10,true,"""",""Stream rate of SERVO_OUTPUT_RAW and RC_CHANNELS to ground station""),"
STB_PIT_P,0.016,,,,FALSE,,Coming soon,0.016,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"STB_PIT_P(0.016,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
STB_RLL_P,0.016,,,,FALSE,,Coming soon,0.016,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"STB_RLL_P(0.016,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
STB_YAW_P,4,,,,FALSE,,Coming soon,4,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"STB_YAW_P(4,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
SUPER_SIMPLE,5,,List,0:Disabled 1:Mode1 2:Mode2 3:Mode1+2 4:Mode3 5:Mode1+3 6:Mode2+3 7:Mode1+2+3 8:Mode4 9:Mode1+4 10:Mode2+4 11:Mode1+2+4 12:Mode3+4 13:Mode1+3+4 14:Mode2+3+4 15:Mode1+2+3+4 16:Mode5 17:Mode1+5 18:Mode2+5 19:Mode1+2+5 20:Mode3+5 21:Mode1+3+5 22:Mode2+3+5 23:Mode1+2+3+5 24:Mode4+5 25:Mode1+4+5 26:Mode2+4+5 27:Mode1+2+4+5 28:Mode3+4+5 29:Mode1+3+4+5 30:Mode2+3+4+5 31:Mode1+2+3+4+5 32:Mode6 33:Mode1+6 34:Mode2+6 35:Mode1+2+6 36:Mode3+6 37:Mode1+3+6 38:Mode2+3+6 39:Mode1+2+3+6 40:Mode4+6 41:Mode1+4+6 42:Mode2+4+6 43:Mode1+2+4+6 44:Mode3+4+6 45:Mode1+3+4+6 46:Mode2+3+4+6 47:Mode1+2+3+4+6 48:Mode5+6 49:Mode1+5+6 50:Mode2+5+6 51:Mode1+2+5+6 52:Mode3+5+6 53:Mode1+3+5+6 54:Mode2+3+5+6 55:Mode1+2+3+5+6 56:Mode4+5+6 57:Mode1+4+5+6 58:Mode2+4+5+6 59:Mode1+2+4+5+6 60:Mode3+4+5+6 61:Mode1+3+4+5+6 62:Mode2+3+4+5+6 63:Mode1+2+3+4+5+6,FALSE,,Bitmask to enable Super Simple mode for some flight modes. Setting this to Disabled(0) will disable Super Simple Mode,5,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Mode1"");put(2,""Mode2"");put(3,""Mode1+2"");put(4,""Mode3"");put(5,""Mode1+3"");put(6,""Mode2+3"");put(7,""Mode1+2+3"");put(8,""Mode4"");put(9,""Mode1+4"");put(10,""Mode2+4"");put(11,""Mode1+2+4"");put(12,""Mode3+4"");put(13,""Mode1+3+4"");put(14,""Mode2+3+4"");put(15,""Mode1+2+3+4"");put(16,""Mode5"");put(17,""Mode1+5"");put(18,""Mode2+5"");put(19,""Mode1+2+5"");put(20,""Mode3+5"");put(21,""Mode1+3+5"");put(22,""Mode2+3+5"");put(23,""Mode1+2+3+5"");put(24,""Mode4+5"");put(25,""Mode1+4+5"");put(26,""Mode2+4+5"");put(27,""Mode1+2+4+5"");put(28,""Mode3+4+5"");put(29,""Mode1+3+4+5"");put(30,""Mode2+3+4+5"");put(31,""Mode1+2+3+4+5"");put(32,""Mode6"");put(33,""Mode1+6"");put(34,""Mode2+6"");put(35,""Mode1+2+6"");put(36,""Mode3+6"");put(37,""Mode1+3+6"");put(38,""Mode2+3+6"");put(39,""Mode1+2+3+6"");put(40,""Mode4+6"");put(41,""Mode1+4+6"");put(42,""Mode2+4+6"");put(43,""Mode1+2+4+6"");put(44,""Mode3+4+6"");put(45,""Mode1+3+4+6"");put(46,""Mode2+3+4+6"");put(47,""Mode1+2+3+4+6"");put(48,""Mode5+6"");put(49,""Mode1+5+6"");put(50,""Mode2+5+6"");put(51,""Mode1+2+5+6"");put(52,""Mode3+5+6"");put(53,""Mode1+3+5+6"");put(54,""Mode2+3+5+6"");put(55,""Mode1+2+3+5+6"");put(56,""Mode4+5+6"");put(57,""Mode1+4+5+6"");put(58,""Mode2+4+5+6"");put(59,""Mode1+2+4+5+6"");put(60,""Mode3+4+5+6"");put(61,""Mode1+3+4+5+6"");put(62,""Mode2+3+4+5+6"");put(63,""Mode1+2+3+4+5+6"");}};",true,"SUPER_SIMPLE(5,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Mode1"");put(2,""Mode2"");put(3,""Mode1+2"");put(4,""Mode3"");put(5,""Mode1+3"");put(6,""Mode2+3"");put(7,""Mode1+2+3"");put(8,""Mode4"");put(9,""Mode1+4"");put(10,""Mode2+4"");put(11,""Mode1+2+4"");put(12,""Mode3+4"");put(13,""Mode1+3+4"");put(14,""Mode2+3+4"");put(15,""Mode1+2+3+4"");put(16,""Mode5"");put(17,""Mode1+5"");put(18,""Mode2+5"");put(19,""Mode1+2+5"");put(20,""Mode3+5"");put(21,""Mode1+3+5"");put(22,""Mode2+3+5"");put(23,""Mode1+2+3+5"");put(24,""Mode4+5"");put(25,""Mode1+4+5"");put(26,""Mode2+4+5"");put(27,""Mode1+2+4+5"");put(28,""Mode3+4+5"");put(29,""Mode1+3+4+5"");put(30,""Mode2+3+4+5"");put(31,""Mode1+2+3+4+5"");put(32,""Mode6"");put(33,""Mode1+6"");put(34,""Mode2+6"");put(35,""Mode1+2+6"");put(36,""Mode3+6"");put(37,""Mode1+3+6"");put(38,""Mode2+3+6"");put(39,""Mode1+2+3+6"");put(40,""Mode4+6"");put(41,""Mode1+4+6"");put(42,""Mode2+4+6"");put(43,""Mode1+2+4+6"");put(44,""Mode3+4+6"");put(45,""Mode1+3+4+6"");put(46,""Mode2+3+4+6"");put(47,""Mode1+2+3+4+6"");put(48,""Mode5+6"");put(49,""Mode1+5+6"");put(50,""Mode2+5+6"");put(51,""Mode1+2+5+6"");put(52,""Mode3+5+6"");put(53,""Mode1+3+5+6"");put(54,""Mode2+3+5+6"");put(55,""Mode1+2+3+5+6"");put(56,""Mode4+5+6"");put(57,""Mode1+4+5+6"");put(58,""Mode2+4+5+6"");put(59,""Mode1+2+4+5+6"");put(60,""Mode3+4+5+6"");put(61,""Mode1+3+4+5+6"");put(62,""Mode2+3+4+5+6"");put(63,""Mode1+2+3+4+5+6"");}};,true,"""",""Bitmask to enable Super Simple mode for some flight modes. Setting this to Disabled(0) will disable Super Simple Mode""),"
SYSID_MYGCS,255,,List,255:Mission Planner and DroidPlanner 252: AP Planner 2,FALSE,,Allows restricting radio overrides to only come from my ground station,255,1,MAV_PARAM_UNIT.List,"255:Mission,Planner,and,DroidPlanner,252:,AP,Planner,2",true,"SYSID_MYGCS(255,1,MAV_PARAM_UNIT.List,255:Mission,Planner,and,DroidPlanner,252:,AP,Planner,2,true,"""",""Allows restricting radio overrides to only come from my ground station""),"
SYSID_SW_MREV,120,,,,TRUE,Eeprom format version number,This value is incremented when changes are made to the eeprom format,120,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"SYSID_SW_MREV(120,1,MAV_PARAM_UNIT.UNKNOWN,null,true,""Eeprom format version number"",""This value is incremented when changes are made to the eeprom format""),"
SYSID_SW_TYPE,10,,List,0:ArduPlane 4:AntennaTracker 10:Copter 20:Rover,FALSE,,This is used by the ground station to recognise the software type (eg ArduPlane vs ArduCopter),10,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""ArduPlane"");put(4,""AntennaTracker"");put(10,""Copter"");put(20,""Rover"");}};",true,"SYSID_SW_TYPE(10,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""ArduPlane"");put(4,""AntennaTracker"");put(10,""Copter"");put(20,""Rover"");}};,true,"""",""This is used by the ground station to recognise the software type (eg ArduPlane vs ArduCopter)""),"
SYSID_THISMAV,1,,,1 255,FALSE,,Allows setting an individual MAVLink system id for this vehicle to distinguish it from others on the same network,1,1,MAV_PARAM_UNIT.UNKNOWN,"1,255",true,"SYSID_THISMAV(1,1,MAV_PARAM_UNIT.UNKNOWN,1,255,true,"""",""Allows setting an individual MAVLink system id for this vehicle to distinguish it from others on the same network""),"
TELEM_DELAY,0,,seconds,0 30,FALSE,,The amount of time (in seconds) to delay radio telemetry to prevent an Xbee bricking on power up,0,1,MAV_PARAM_UNIT.seconds,"0,30",true,"TELEM_DELAY(0,1,MAV_PARAM_UNIT.seconds,0,30,true,"""",""The amount of time (in seconds) to delay radio telemetry to prevent an Xbee bricking on power up""),"
THR_ACCEL_D,0,,,,FALSE,,Coming soon,0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_ACCEL_D(0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
THR_ACCEL_I,1,,,,FALSE,,Coming soon,1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_ACCEL_I(1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
THR_ACCEL_IMAX,800,,,,FALSE,,Coming soon,800,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_ACCEL_IMAX(800,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
THR_ACCEL_P,0.5,,,,FALSE,,Coming soon,0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_ACCEL_P(0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
THR_ALT_P,1,,,,FALSE,,Coming soon,1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_ALT_P(1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
THR_DZ,100,,PWM,0 300,FALSE,,"The deadzone above and below mid throttle. Used in AltHold, Loiter, PosHold flight modes",100,1,MAV_PARAM_UNIT.PWM,"0,300",true,"THR_DZ(100,1,MAV_PARAM_UNIT.PWM,0,300,true,"""",""The deadzone above and below mid throttle. Used in AltHold, Loiter, PosHold flight modes""),"
THR_MAX,1000,,,,FALSE,,Coming soon,1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_MAX(1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
THR_MID,510,,,,FALSE,,Coming soon,510,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_MID(510,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
THR_MIN,130,,,,FALSE,,Coming soon,130,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_MIN(130,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
THR_RATE_P,6,,,,FALSE,,Coming soon,6,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"THR_RATE_P(6,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
TRIM_THROTTLE,724,,,,FALSE,,Coming soon,724,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"TRIM_THROTTLE(724,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
